x,y,label
-0.24503394374621543,0.09149622221539283,1
0.29504250035797164,-0.1516633923845524,0
0.06974600367358527,-0.7308477727047478,0
0.5237041101510068,0.10287233949375535,1
-0.33351256171878413,-0.6212047227217536,0
-0.25013391878886176,-0.7356422259188853,0
-0.604791912704103,0.10618547483760535,0
0.27614183065479664,0.7199379976439682,1
-0.05597244700544013,-0.8416500942124272,0
-0.3110314436112841,0.03175324263523355,1
0.060602058945832316,-0.6747832009770345,0
-0.5255379532822435,-0.32378404244535514,0
-0.5503443124487566,-0.24415570891805377,0
0.3836928961730558,0.5531911899684248,1
0.12175851661732649,0.658167544260813,1
0.5734507064756729,0.14955940457640216,1
0.5412137277678325,-0.08129547296195305,1
0.4689762510948098,0.35614752188460025,1
0.4989997981781761,0.25652249166047897,1
0.1283568602314711,-0.42988623519013697,0
0.3333279724075635,0.7521737381368019,1
-0.6164547067799059,0.21476546661248372,0
-0.42888736859942833,-0.6044826248576411,0
0.31656674949248365,0.2995054757183392,0
0.11129403548755198,-0.638664204028977,0
0.3029456192052822,0.8016575634317977,1
0.19425543835235196,-0.22378724934221533,0
0.009335124105545628,0.7915060018070115,1
-0.31870522392386413,-0.7179172496095094,0
0.15620475377911094,-0.49865243370361173,0
0.2730532409193337,0.2873998023482869,0
-0.3490023843758975,-0.638556670384534,0
-0.4496022551525575,-0.3883488285986613,0
0.5820209596448945,0.2534097531540331,1
0.5155252045639331,0.39419911152982773,1
-0.23817194503388686,0.3372498600273322,1
0.23035148433792527,0.631925403990544,1
0.2883876351171485,0.2900803061707556,0
0.30834071445572486,0.28500637589487227,0
0.02746471519304841,0.6182195243482165,1
-0.2404703837821431,0.1763575027558381,1
-0.23458954676915508,-0.7754074885322879,0
0.2829508771164374,-0.012145902282486132,0
0.35609819839463563,0.6193382806346284,1
-0.5020768912732106,-0.5298728250810429,0
-0.04079258267401335,-0.8212930018927338,0
0.07209532069861335,0.7543200815273412,1
0.17282531285917954,-0.5289118203568628,0
-0.2915438777999474,-0.7482682731756767,0
0.5348324174420395,0.04343495381649931,1
0.5741431072154463,0.08520241914474624,1
-0.20959026469147438,0.26770003325929564,1
-0.17547011847636726,0.4385124178061173,1
-0.2613120129372558,-0.15697362518387514,1
-0.23145815464874483,0.2500092341490526,1
0.5429585527524273,0.2957829164919506,1
0.31632828400435553,0.054906001039280755,0
0.2314133086988536,-0.21537764134838472,0
-0.020135035594928352,0.6530040197877078,1
-0.6334147515183229,0.1322453540547599,0
-0.01017768771191821,-0.757125749956588,0
-0.3425171824473612,-0.5444198326666112,0
-0.05668537073022725,0.5682772831915599,1
-0.10509381457908182,0.5496949558383957,1
0.591948856418111,-0.047706280259757594,1
-0.33331535434871473,-0.10405692196177757,1
-0.018589292662082424,0.7670107246987805,1
-0.13710841199550988,-0.8059948066901819,0
-0.31977746162326526,-0.6786918643953466,0
0.13880851293363608,-0.5869592622541526,0
0.3583264263034097,0.6275391969511268,1
0.5451272617616597,0.08988449285142763,1
-0.5579798733163103,-0.31236451252880343,0
0.12701906066791438,-0.4640059729170834,0
0.09093826097619143,-0.5552177530725779,0
-0.005226636985137312,-0.7739595267241413,0
-0.022510718185944745,-0.6199604697501542,0
0.1950399362685848,0.6964527079233727,1
-0.2204670868872293,0.3026447483794272,1
-0.6108758654372071,-0.012167679027188405,0
-0.5224878599861832,-0.1430926415109957,0
-0.476331492568405,-0.3702485522942011,0
-0.2952432882932716,0.06474589003669184,1
-0.059776150567543276,-0.7817637504875548,0
0.1977297301266116,0.836397435915186,1
0.5518356306254355,0.07633889851084308,1
-0.3603607587139417,-0.5684179642657694,0
0.07020382569579188,0.7583914676741239,1
0.22981466761525202,-0.33776070149461607,0
-0.5896349931039692,-0.08748787669509273,0
0.17095463629690735,0.6563935554445328,1
0.19727216458199645,-0.372126381569626,0
0.35800852837220754,0.6581693144814409,1
0.27100344321549863,0.7622593976409093,1
-0.5702143144635056,-0.1955440791977281,0
0.23244530928763574,0.803840023748716,1
-0.558611430592097,0.0995873412009445,0
-0.29017683976659703,-0.08977960964992496,1
0.25232925083870283,-0.18470739417492477,0
-0.24011923586060863,-0.7542216032255307,0
-0.3674147993451874,-0.5032946764259676,0
0.4359545960920258,0.5256805587135354,1
0.18046032089591796,0.6336997724513465,1
0.020508614353679816,-0.716800065067438,0
0.504939714856001,0.35668754602950997,1
-0.5805931071945011,0.2608018204218736,0
-0.5822716559754644,0.20142320133595126,0
-0.14998869912163745,-0.865509152696665,0
0.32673675385707474,0.7975645719902249,1
-0.08228964701742346,-0.6529972694737383,0
0.265584911372548,-0.18321135777135178,0
-0.1861363840136689,-0.6901616614452157,0
-0.33402547423249584,-0.28587546780198736,1
0.5957018973049558,-0.26074646203635726,1
0.2786345810343961,-0.2353719477967408,0
0.5752165145083308,-0.18617964787871433,1
-0.22369656185328055,0.10854872270115273,1
0.17173449329671422,-0.3949321842720251,0
0.10695278565805419,-0.4980001079101229,0
0.06896441020868008,-0.6859811526161652,0
-0.2782224074608577,0.15017966346711947,1
0.07586927153656095,0.7301882684711491,1
0.28098385870039044,0.28333274837139394,0
0.5640821341495502,-0.05861168232906777,1
0.48009978625498906,0.45271719688980244,1
0.07984290614979081,-0.6740522639223376,0
0.46844913731260385,0.452654297549914,1
-0.18554579793675155,0.3270112203994278,1
-0.4094665540668313,-0.6329473552829603,0
0.006391680349909085,-0.6315288374394366,0
-0.27003851584685423,-0.09165517107234303,1
0.5643280945908401,-0.220865821064464,1
-0.5304143697740108,-0.19844456673802097,0
-0.30796229677036724,-0.08162848431182065,1
-0.32783997553718847,-0.046828770603431935,1
0.05755947523365851,-0.5770530809972276,0
0.13318824245836067,-0.48470870054807697,0
-0.04745451502196324,-0.7440500156493601,0
0.5424843924324837,0.173180006595682,1
0.29115984097597636,0.7604896951324198,1
0.26721988491593385,-0.033848671770900784,0
-0.1298486528213211,0.4041453750524166,1
-0.33906485674409864,-0.5407251989550086,0
0.12397095657497406,-0.5708230770212936,0
-0.22858806145643887,0.1900173768230587,1
0.033840596043398924,-0.6809212190527492,0
-0.3040121550278052,0.08378641991377023,1
0.22417089906848361,-0.3075576116761329,0
0.6031956539407155,-0.021986462718145805,1
-0.2799346062036332,-0.765649653063565,0
-0.33472394783718495,-0.7473646405029433,0
0.3121911315860212,0.07205229628304319,0
0.40695383527300555,0.5661151365464971,1
0.047693760981063094,-0.6053873021758212,0
-0.08847659975611594,0.5704211431306299,1
0.28719381612175854,-0.040037023471296396,0
-0.018876400606768567,-0.6035160384767169,0
-0.3762311776094016,-0.6542768003918447,0
0.06126460574499455,0.6632896874846936,1
0.6376282243293536,-0.10956580747464117,1
0.2995678019669615,0.6170172593306298,1
0.38689906865593476,0.6221061825044907,1
0.23924268163456394,-0.25511084499208897,0
-0.5993905371693953,-0.03846815520300351,0
0.5448818508937363,-0.11542448546460701,1
0.3285332537839156,0.7784423600234429,1
-0.42659871958180384,-0.6555266868761263,0
0.5734250580689988,0.08490757341503902,1
0.4259480167821835,0.6685209167142494,1
-0.26596225545307517,0.05009586938550359,1
0.5426570520773344,0.16183313183599507,1
-0.33780895041108483,-0.23687777671992383,1
-0.32912785832519764,-0.5660114842887749,0
0.4397525665784793,0.5354893216728693,1
-0.1445860981126316,-0.6122874807458472,0
-0.17009093756883154,-0.7638188789352491,0
0.47595011819193644,0.4745202717842973,1
0.05644882867276768,0.6785522949867919,1
-0.559203282805266,-0.10280368438309034,0
0.24394913381773262,-0.21124808214840712,0
0.05539168964475427,0.7971827720612963,1
-0.0033756252492911643,-0.7304703417683174,0
0.04212608939439008,-0.7898254144899994,0
-0.0717180694004296,0.6641469267492284,1
0.5344865170214548,0.013647104857658354,1
-0.22058085963017307,0.35890765845070766,1
-0.20428698676844367,0.3876970760243919,1
-0.16547047061071254,0.5489413626207975,1
-0.2945198498416477,-0.052872109735391665,1
-0.09200120223547364,0.6520014750395027,1
-0.5352956128934259,-0.0218155796323391,0
0.26628633070340446,0.29829846961332096,0
-0.2364498139634299,-0.5984708649538499,0
-0.20741237404212678,-0.7539198019942845,0
0.18018169153206484,-0.5338034924996626,0
-0.10202262670956704,-0.7490561287201141,0
0.48973774321131947,0.25673904595911506,1
-0.25070076212852566,-0.06239638322393348,1
0.6333648869037019,-0.04594828313684374,1
-0.31437698328157737,-0.6275217243559079,0
-0.4217275305826794,-0.6427349964774829,0
0.27658681085376247,-0.14654464684602714,0
0.43901031504978816,0.579848770821275,1
-0.19811246715010858,0.39292906949426437,1
-0.18681972617537498,-0.781956132010919,0
-0.20562196352523746,0.27330832429254687,1
0.021528510080760455,0.6045205178272406,1
0.32205703343234465,0.7629404605092018,1
-0.3874673286340686,-0.5972213556782977,0
-0.23976097891985812,0.28090881128362993,1
-0.19548374993840842,0.30834916650879346,1
0.012644765039310502,-0.5951272299268895,0
0.22749031159772742,0.8589654876838182,1
0.2108631009410276,0.83084015382866,1
0.2693186589906693,-0.1866088439386681,0
0.17299250462610063,-0.3411576768495285,0
0.33057069154204205,0.6195816056259149,1
0.1125866829801809,-0.5723369016345656,0
0.3176209945758566,0.6323134319804207,1
-0.27484424696285475,-0.7400275821365403,0
0.25470535897179003,0.1825650291003682,0
0.2863637391540414,0.6767613088463023,1
0.2632233780682913,0.2559687603484681,0
0.5263245467498687,0.13633163065542614,1
0.5917505509332732,0.0182821568615697,1
-0.08130002491133884,0.6180915138922198,1
-0.1675142288320932,-0.7787037288696002,0
0.5910602300248253,-0.22311050501771368,1
-0.12387846637867256,-0.7864338215214508,0
0.5466682243810055,0.3306118211760905,1
0.42150668679563563,0.4562610394614028,1
-0.25125601461880887,0.06426538312179658,1
0.1737805047197434,-0.4514596823850067,0
0.30553820014467714,0.27818414705444844,0
0.19796719096372603,-0.25770914846035536,0
-0.04390983999765981,-0.7912456563884169,0
-0.5727693895639685,-0.1680213338608884,0
0.2359443662913375,-0.1294794752310603,0
-0.03715827189613405,0.718755280909525,1
-0.35852778326024604,-0.5019342033514511,0
-0.19249372340642443,0.34244278099446107,1
-0.31179623672039664,-0.610468846834257,0
0.02374899877987069,0.6573039815417017,1
-0.2185598318651122,-0.611954333416231,0
0.2766978244487397,-0.050782345176202004,0
0.11000669577023794,-0.6461982946150922,0
-0.04780136818945238,0.7709269450310274,1
0.34310387994725255,0.1881785196913131,0
0.3212160410508934,0.07318537628060656,0
-0.39323927357198263,-0.532661058423546,0
0.1390971017573623,-0.37536013371131877,0
0.19575994709810038,-0.34555249187985176,0
-0.3276082458943901,-0.70698595271272,0
-0.2789037423427839,-0.6411004848994066,0
-0.2840793802694597,-0.7906845571616421,0
-0.2790463074306929,0.17440535711232552,1
-0.07122803391914159,-0.6318301841308456,0
-0.02472866178394245,0.6630614837868807,1
0.36336475247491573,0.5761312676532937,1
-0.47210270473576965,-0.44034361639516056,0
0.10586648317170275,-0.47140931129745584,0
0.11862854172653217,-0.46907131705280475,0
0.1806285762698205,-0.49050545334389434,0
-0.47241203059931214,-0.34091560661042436,0
0.5248603289480573,0.28903496250173694,1
-0.2185713023500688,0.08390935249284498,1
0.16849598168246457,-0.29197651382865014,0
0.5722022129495222,0.13768826701774461,1
-0.40759052988214806,-0.47014238728667296,0
0.15422194217477028,-0.4459952762885983,0
0.29424931558112244,-0.2290810927624924,0
0.46743153344827226,0.5238247496526525,1
-0.15275494223180405,0.4098911000591294,1
-0.5688947173047462,-0.11725070767660922,0
-0.21454493281113404,0.2589780567717643,1
-0.20402079598561557,-0.617004950726123,0
0.46435567895436003,0.3902939076130059,1
0.08478601920177813,0.6243862391077168,1
0.27574887054801933,0.13297002399681151,0
-0.19064505472912766,0.503437701759686,1
0.17728036228569485,-0.5276331608298588,0
-0.04452346622885578,0.5931471470368104,1
0.15195392995012572,-0.5448444970050841,0
0.23501460006564728,0.5952335525438714,1
0.3829806562979112,0.7271242068427612,1
-0.2788565927830646,-0.12374121628470147,1
-0.4204165229943153,-0.5140224925626704,0
-0.17791016918732386,-0.6950979311613874,0
-0.3491562136788946,-0.23521133342737072,1
-0.5672679840542019,-0.007636310195042351,0
-0.17916543182125919,0.4607995013367519,1
0.42680642984375616,0.45960003260169097,1
-0.2623287708304949,-0.5944139028061568,0
-0.6357724597652765,0.2231137151433403,0
-0.3707045413444393,-0.6279210188839457,0
-0.6294263860858498,0.06603474973589504,0
0.26646917156125627,0.19015998177102167,0
-0.3006361477555184,-0.12836501040589293,1
-0.4941546071035845,-0.23403924816663152,0
0.003213143622244924,0.6864645301530505,1
-0.050720956706225284,-0.783803903657196,0
0.27133932959710816,0.2753110587127936,0
0.5654643362307374,-0.2751383008397071,1
-0.07101954897522327,-0.6918941780104262,0
0.10904970411372941,0.7369063258563717,1
0.10275552860331347,0.8107868034553423,1
0.2787288220832429,0.005796811510453859,0
-0.0655341502808633,-0.7554926683303782,0
-0.061128753408351194,0.6208200660575054,1
0.05198892481501763,-0.5082835959680116,0
0.0510413014326906,0.8484554730837166,1
-0.32349033920783843,-0.13072663660368303,1
-0.5494801432669916,-0.386958940902191,0
0.30009441428908,0.2941330937505515,0
-0.22049708566061585,-0.7579888038295275,0
0.3470001452258707,0.6210729175740304,1
0.07861906120041096,0.6139826723889628,1
-0.047853173783607594,0.6171726398098816,1
0.4155160772996337,0.543852076480771,1
-0.046781278121292985,0.7164892156137346,1
-0.3784401172914852,-0.5143383145359552,0
0.6132321397134297,0.0394930502245347,1
0.11047761201887654,0.6748102461968066,1
-0.45574023908375383,-0.35727295482634863,0
-0.41966597923819904,-0.5005483917417861,0
0.2503584290198797,-0.363577910751304,0
-0.5987922672943357,0.02919652445728499,0
0.2483207771086586,-0.005947163447631798,0
-0.24614456642225283,0.015418810750747525,1
-0.2352625635266136,-0.5864565344527235,0
0.30092267274932916,0.24283245893739525,0
-0.02856347123675168,-0.6036871552665541,0
-0.2855201223877949,0.07958703074759477,1
0.4329346668872043,0.6220958836408059,1
-0.47407655341722843,-0.23528463910246028,0
-0.14662110402491277,-0.8149821464544202,0
0.3815459627455652,0.5068522737499794,1
0.24994162981677656,-0.258390174390055,0
-0.6088125684908281,0.06353191768043404,0
-0.5064457827909625,-0.21922452507315254,0
0.07322590287097382,0.7180590783843457,1
0.28250299686507485,-0.051863931082677506,0
0.4342296258252123,0.501657960032152,1
-0.03199065041956467,0.7621256714390532,1
0.11366035569020541,0.7306017506465678,1
0.31593957816378027,-0.015769303717057925,0
0.1561629071093061,-0.4663218436592929,0
0.125331474376835,0.6886913234935732,1
-0.5457658810776475,0.009758108134442667,0
-0.30034965546748904,0.17678595661192092,1
-0.3774118207619222,-0.682135122888317,0
-0.5246004578811202,-0.45760176335057073,0
-0.23824677284597293,0.3225489713056447,1
0.2972813812975862,0.17860768622246925,0
0.22863184544094126,-0.22398460952923477,0
0.12602524414596913,-0.5765333764368434,0
0.06418830741791255,0.7489061649241548,1
